short_form,short_count,long_form,long_count,short_long_ratio
强震,5108,强烈地震,7518,0.6794360202181431
录干,40,录用干部,39,1.0256410256410255
彩印,581,彩色印刷,184,3.157608695652174
彩卷,85,彩色胶卷,94,0.9042553191489362
彩影,49,彩色摄影,84,0.5833333333333334
彩报,169,彩色报纸,28,6.035714285714286
彩照,812,彩色照片,600,1.3533333333333333
彩超,369,彩色B超,52,7.096153846153846
影业,1317,电影业,2148,0.6131284916201117
影圈,76,电影圈,258,0.29457364341085274
影带,921,录影带,2225,0.4139325842696629
影技,544,摄影技术,192,2.8333333333333335
影星,4360,电影明星,750,5.8133333333333335
影本,390,电影剧本,502,0.7768924302788844
影评,1909,电影评论,233,8.193133047210301
影赛,66,摄影比赛,635,0.10393700787401576
影馆,42,电影馆,63,0.6666666666666666
征期,162,征收期,83,1.9518072289156627
律协,1035,律师协会,1980,0.5227272727272727
律考,141,律师考试,30,4.7
心搏,64,心脏搏动,25,2.56
心梗,346,心肌梗塞,1644,0.2104622871046229
心防,544,心理防线,489,1.112474437627812
总台,655,总服务台,107,6.121495327102804
息率,1224,利息率,165,7.418181818181818
意航,407,意大利航空公司,150,2.713333333333334
慢萎,17,慢性萎缩性胃炎,50,0.34
戏研,241,戏剧研究,107,2.2523364485981308
成府,121,成都政府,26,4.653846153846154
成教,2197,成人教育,2312,0.9502595155709342
成棒,31,成人棒球,11,2.8181818181818183
成飞,1206,成都飞机,279,4.32258064516129
战训,1331,战备训练,872,1.526376146788991
户政,1326,户籍政策,234,5.666666666666667
房津,86,房屋津贴,79,1.0886075949367089
手协,892,手球协会,195,4.574358974358974
手拖,188,手扶拖拉机,708,0.2655367231638418
打私,661,打击走私活动,199,3.321608040201005
打防,991,打击和防范,148,6.695945945945946
执纪,1424,执行纪律,346,4.115606936416185
扩招,2935,扩大招生,378,7.764550264550264
扩校,19,扩大学校,162,0.11728395061728394
扩灌,83,扩大灌溉面积,213,0.38967136150234744
扩红,22,扩大红军,40,0.55
扩销,84,扩大销售,479,0.17536534446764093
扫盲,3984,扫除文盲,495,8.048484848484849
扬大,739,扬州大学,352,2.0994318181818183
扶残,722,扶助残疾人,98,7.36734693877551
批价,783,批发价格,3695,0.2119079837618403
批供,157,批量供应,30,5.233333333333333
批建,934,批准建设,674,1.3857566765578635
批捕,3428,批准逮捕,3461,0.9904651834729848
技协,437,技术协会,882,0.4954648526077097
技改,8019,技术改造,18191,0.44082238469572865
技校,2019,技工学校,1641,1.230347349177331
技联,62,技巧联合会,36,1.7222222222222223
投建,575,投资建设,4748,0.12110362257792756
投运,1086,投入运行,3055,0.35548281505728313
抗战,15754,抗日战争,13088,1.20369804400978
抗改,15,抗拒改造,11,1.3636363636363635
抛股,75,抛售股票,643,0.1166407465007776
护产,511,保护财产,112,4.5625
护校,621,护士学校,108,5.75
护鸟,331,保护鸟类,476,0.6953781512605042
报备,1262,申报备案,127,9.937007874015748
抬价,2333,抬高价格,295,7.908474576271186
抽佣,72,抽取佣金,39,1.8461538461538465
拉美,40920,拉丁美洲,8245,4.963007883565798
拒付,745,拒绝支付,292,2.5513698630136985
拒批,90,拒绝批准,453,0.1986754966887417
拒收,1976,拒绝接收,260,7.6
拖厂,59,拖拉机制造厂,34,1.7352941176470589
拘审,27,拘留审查,192,0.140625
招委,119,招生委员会,294,0.4047619047619048
招干,92,招聘干部,34,2.7058823529411766
招教,79,招聘教师,181,0.4364640883977901
招选,104,招聘选拔,26,4
招飞,614,招收飞行学员,69,8.898550724637682
拥吻,274,拥抱和亲吻,55,4.9818181818181815
拥塞,275,拥挤堵塞,42,6.5476190476190474
拳协,276,拳击协会,583,0.4734133790737564
拳总,31,拳击总会,23,1.3478260869565215
拳赛,439,拳击比赛,1185,0.37046413502109704
损农,293,损害农民利益,431,0.679814385150812
损减,133,损失减少,874,0.15217391304347827
换俘,138,交换俘虏,160,0.8625
掌珠,97,掌上明珠,365,0.26575342465753427
掌理,55,掌握管理,68,0.8088235294117647
排协,1022,排球协会,477,2.142557651991614
排管,810,排水管道,309,2.621359223300971
排联,279,排球联合会,72,3.875
探子,88,探望儿子,71,1.2394366197183098
探空,442,探测太空,55,8.036363636363637
控亏,46,控制亏损,11,4.181818181818182
控会,94,控制会议,84,1.119047619047619
控区,504,控制区,3561,0.14153327716933445
控检,53,控制检查,14,3.7857142857142856
控污,84,控制污染,452,0.18584070796460175
控温,220,控制温度,75,2.933333333333333
控申,230,控告申诉,306,0.7516339869281046
控购,109,控制购买,13,8.384615384615385
推普,226,推广普通话,838,0.26968973747016706
握别,105,握手告别,183,0.5737704918032787
援藏,4659,支援西藏,953,4.8887722980062955
搜毒,51,搜查毒品,21,2.4285714285714284
搜证,1205,搜集证据,440,2.738636363636364
携械,20,携带枪械,30,0.6666666666666666
摄协,393,摄影家协会,1084,0.3625461254612546
摘金,2060,摘取金牌,479,4.30062630480167
摩协,84,摩托车协会,68,1.2352941176470589
摩步,1699,摩托化步兵,501,3.3912175648702596
摩联,92,摩托车联合会,33,2.787878787878788
摩配,39,摩托车配件,115,0.3391304347826087
擅设,29,擅自设置,103,0.2815533980582524
支乡,60,支援家乡,55,1.0909090909090908
支书,6598,支部书记,2460,2.6821138211382114
支扩,100,支气管扩张,70,1.4285714285714286
支现,336,支取现金,82,4.097560975609756
支边,707,支援边疆,75,9.426666666666666
支铁,198,支援铁路建设,50,3.96
收审,384,收容审查,129,2.9767441860465116
收教,236,收容教育,302,0.7814569536423841
收证,273,收集证据,445,0.6134831460674157
改危,16,改造危房,99,0.16161616161616163
放私,133,放纵走私,49,2.7142857142857144
放贷,8134,发放贷款,3292,2.470838396111786
政争,1031,政治斗争,1605,0.6423676012461059
政团,2619,政治团体,1075,2.436279069767442
政圈,69,政治圈子,11,6.2727272727272725
政工,11304,思想政治工作,10598,1.066616342706171
政技,114,政治和技术,38,3
政指,910,政治指导员,718,1.267409470752089
政改,5015,政治体制改革,4201,1.1937633896691264
政校,198,政治学校,165,1.2
政训,46,政治训练,27,1.7037037037037035
政院,18278,政治学院,2063,8.859912748424625
效颦,21,东施效颦,106,0.19811320754716985
救孤,391,救助孤儿,60,6.516666666666667
教办,201,教育办公室,360,0.5583333333333333
教卫,173,教育和卫生,471,0.3673036093418259
教参,109,教学参考资料,24,4.541666666666667
教德,105,教师职业道德,369,0.2845528455284553
教文,4391,教育和文化,879,4.995449374288965
教研,6873,教学研究,907,7.577728776185226
教院,446,教育学院,2802,0.15917201998572447
数显,1309,数字显示,10570,0.123841059602649
整党,300,整顿党风,43,6.976744186046512
整纪,185,整顿纪律,47,3.9361702127659575
文保,2220,文物保护,17680,0.1255656108597285
文娱,2072,文化娱乐,4127,0.5020596074630482
文摘,2285,文章摘要,510,4.480392156862745
文改,230,文字改革,210,1.0952380952380951
文教,16782,文化教育,6642,2.5266485998193313
文班,385,文科班,105,3.6666666666666665
料耗,117,材料消耗,261,0.4482758620689655
断交,2456,断绝外交关系,409,6.004889975550122
新例,254,新条例,1591,0.1596480201131364
新协,2715,新闻工作者协会,1139,2.383669885864794
新地,5482,新鸿基地产,750,7.309333333333333
新航,7890,新加坡航空公司,927,8.511326860841423
方尺,334,平方英尺,1560,0.2141025641025641
施压,13017,施加压力,6060,2.148019801980198
施才,320,施展才能,327,0.9785932721712538
施袭,238,实施袭击,441,0.5396825396825397
旅专,92,旅游专科学校,13,7.076923076923077
旅团,1928,旅行团,5648,0.3413597733711048
旅展,635,旅游展览,198,3.207070707070707
无照,2455,无牌照,249,9.859437751004016
日俘,27,日本战俘,70,0.3857142857142858
日皇,636,日本天皇,983,0.646998982706002
日航,2609,日本航空公司,666,3.9174174174174174
日贷,62,日本贷款,23,2.6956521739130435
日铁,1026,日本铁路,127,8.078740157480315
日银,2098,日本银行,2695,0.7784786641929499
早教,1240,早期教育,557,2.2262118491921004
时控,1187,时间控制,311,3.8167202572347265
时流,1290,时代潮流,2661,0.48478015783540024
时空,8376,时间和空间,940,8.91063829787234
时评,4563,时事评论,659,6.924127465857359
时限,8393,时间限制,1007,8.334657398212512
昆腔,48,昆山腔,26,1.8461538461538465
星战,365,星球大战,636,0.5738993710691824
星箭,370,卫星和火箭,62,5.967741935483871
春招,614,春季招生,70,8.771428571428572
春管,362,春季田间管理,129,2.806201550387597
春考,119,春季考试,16,7.4375
显外,207,显微外科,292,0.708904109589041
显效,2420,显著效果,871,2.77841561423651
晤商,56,会晤协商,16,3.5
普中,494,普通中学,746,0.6621983914209115
普九,954,普及九年制义务教育,194,4.917525773195877
普六,89,普及六年制义务教育,24,3.7083333333333335
普内,84,普通内科,13,6.461538461538462
普初,32,普通初中,151,0.2119205298013245
普客,73,普通旅客列车,169,0.4319526627218935
普工,785,普通工人,1787,0.4392837157246782
普教,428,普通教育,520,0.823076923076923
普种,19,普遍接种,26,0.7307692307692307
普获,95,普遍获得,135,0.7037037037037037
普训,67,普及培训,59,1.1355932203389831
普高,418,普通高级中学,44,9.5
景瓷,34,景德镇瓷器,125,0.272
智残,304,智力残疾,439,0.6924829157175398
暨大,1042,暨南大学,2187,0.4764517604023777
曲联,286,曲棍球联合会,48,5.958333333333333
月入,4586,每月收入,1002,4.57684630738523
月均,3703,每月平均,650,5.696923076923077
朝军,802,朝鲜军队,494,1.6234817813765183
期市,4411,期货市场,8884,0.4965105808194507
机修,817,机械修理,105,7.780952380952381
机校,21,机械学校,36,0.5833333333333334
机译,40,机器翻译,139,0.28776978417266186
机院,27,机械学院,227,0.11894273127753303
村企,1071,村办企业,1163,0.9208942390369732
村助,42,村长助理,37,1.135135135135135
村委,16018,村民委员会,3327,4.814547640516983
杜诗,138,杜甫的诗,50,2.76
杞忧,27,杞人之忧,26,1.0384615384615383
杭大,1058,杭州大学,352,3.0056818181818183
林型,151,森林类型,31,4.870967741935484
林大,6839,林业大学,1086,6.297421731123388
林校,241,林业学校,31,7.774193548387097
林院,393,林学院,514,0.7645914396887159
枪匪,109,持枪匪徒,81,1.345679012345679
标售,529,标价出售,55,9.61818181818182
标样,54,标准样品,32,1.6875
标煤,842,标准煤,3511,0.23981771575049843
校建,1901,学校建设,1445,1.315570934256055
校护,41,学校护士,13,3.1538461538461537
校纪,320,学校纪律,35,9.142857142857142
桥联,355,桥牌联合会,128,2.7734375
检法,183,检察院和法院,83,2.2048192771084336
棉产,231,棉花生产,1773,0.13028764805414553
棉办,17,棉花办公室,11,1.5454545454545454
棉检,46,棉花检验,35,1.3142857142857145
棉站,51,棉花收购站,54,0.9444444444444444
棉织,283,棉纺织,809,0.34981458590852904
棒协,76,棒球协会,235,0.32340425531914896
棒喝,123,当头棒喝,303,0.405940594059406
森工,1353,森林工业,312,4.336538461538462
森警,714,森林警察,185,3.859459459459459
森防,211,森林防护,57,3.701754385964912
植保,1456,植物保护,736,1.9782608695652173
植化,12,植物化学,92,0.13043478260869565
植检,116,植物检疫,630,0.18412698412698417
植棉,928,种植棉花,255,3.6392156862745098
楼按,266,楼宇按揭,142,1.8732394366197185
横联,69,横向联合,542,0.12730627306273062
欧币,88,欧洲国家货币,13,6.769230769230769
欧市,547,欧洲市场,3506,0.1560182544209926
欧行,133,欧洲之行,1020,0.1303921568627451
欧陆,767,欧洲大陆,2505,0.306187624750499
欧鳗,17,欧洲鳗,16,1.0625
正选,2542,正式选举,466,5.454935622317596
步校,88,步兵学校,160,0.55
步炮,30,步兵和炮兵,20,1.5
武协,518,武术协会,1204,0.43023255813953487
武大,5578,武汉大学,5704,0.9779102384291724
武委,106,武术委员会,22,4.818181818181818
武星,70,武打明星,67,1.044776119402985
武联,617,武术联合会,380,1.6236842105263158
残协,50,残疾人体育协会,115,0.43478260869565216
残部,248,残余部队,65,3.815384615384616
毛著,54,毛泽东著作,271,0.1992619926199262
毛选,227,毛泽东选集,645,0.351937984496124
民乐,3486,民族音乐,2103,1.6576319543509273
民促,190,民主促进会,558,0.34050179211469533
民初,759,民国初年,346,2.19364161849711
民委,1787,民族事务委员会,250,7.148
民庭,150,民事法庭,364,0.41208791208791207
民改,2468,民主改革,6974,0.3538858617722971
民曲,103,民间乐曲,64,1.609375
民诉,522,民事诉讼,4994,0.10452543051661994
民谚,295,民间谚语,53,5.566037735849057
民贸,216,民族贸易,206,1.0485436893203883
民院,1539,民族学院,1426,1.079242636746143
氧割,12,氧气切割,14,0.8571428571428571
水保,2197,水土保持,5922,0.37098953056399864
水运,6143,水路运输,925,6.641081081081081
汉译,374,汉语翻译,74,5.054054054054054
汤杯,735,汤姆斯杯,1317,0.5580865603644647
汽摩,385,汽车摩托车,1183,0.3254437869822485
汽渡,140,汽车轮渡,57,2.456140350877193
汽贸,212,汽车贸易公司,76,2.789473684210526
汽配,1023,汽车配件,1607,0.6365899191039204
沈后,21,沈阳军区后勤部,40,0.525
沈大,767,沈阳大学,126,6.087301587301587
沈铁,408,沈阳铁路局,825,0.49454545454545457
沙俄,342,沙皇俄国,85,4.023529411764706
沪办,47,驻沪办事处,46,1.0217391304347827
河界,60,楚河汉界,160,0.375
油国,4860,石油出口国,907,5.35832414553473
油市,7709,石油市场,4095,1.8825396825396823
油建,119,油田建设,143,0.8321678321678322
治保,2536,治安保卫,406,6.246305418719212
治则,166,治疗原则,151,1.099337748344371
治太,342,治理太湖,299,1.1438127090301002
治整,78,治理和整顿,113,0.6902654867256637
治污,4217,治理污染,900,4.685555555555555
治淮,1645,治理淮河,327,5.030581039755352
治贪,161,惩治贪污,322,0.5
治黄,542,治理黄河,290,1.8689655172413793
泌乳,120,分泌乳汁,26,4.615384615384615
波幅,1508,波动幅度,1342,1.1236959761549925
泳协,385,游泳协会,1132,0.3401060070671378
泳手,300,游泳选手,1743,0.1721170395869191
泳技,135,游泳技术,75,1.8
泳联,149,游泳联合会,235,0.6340425531914894
津城,3372,天津城,411,8.204379562043796
津沽,75,天津塘沽,254,0.2952755905511811
津百,153,天津百货,52,2.9423076923076925
派红,192,派发红利,190,1.0105263157894735
流脑,638,流行性脑脊髓膜炎,127,5.0236220472440944
流资,762,流动资金,6652,0.11455201443174984
济铁,946,济南铁路局,517,1.8297872340425532
浙大,2099,浙江大学,5742,0.3655520724486242
浙昆,18,浙江昆剧团,71,0.2535211267605634
海俱,173,海员俱乐部,28,6.178571428571429
海司,156,海军司令部,558,0.27956989247311825
海校,253,海军学校,142,1.7816901408450705
海模,253,航海模型,500,0.506
海测,276,海洋测量,55,5.0181818181818185
海科,1957,海洋科学,953,2.0535152151101785
海练,50,海上训练,253,0.1976284584980237
海缆,949,海底电缆,563,1.6856127886323269
海货,138,上海货,159,0.8679245283018868
海院,98,航海学院,30,3.2666666666666666
消大,434,消防大队,1341,0.32363907531692765
消总,264,消防总队,1902,0.138801261829653
消联,278,消费者联合会,49,5.673469387755102
涉政,245,涉及政治,1056,0.23200757575757577
涉老,124,涉及老年人,27,4.592592592592593
深大,1067,深圳大学,1141,0.9351446099912356
深弹,49,深水炸弹,149,0.3288590604026846
深房,472,深圳住房,52,9.076923076923077
清债,242,清理债务,73,3.315068493150685
清大,696,台湾清华大学,218,3.1926605504587156
清档,45,清理档案,11,4.090909090909091
清财,79,清理财产,12,6.583333333333333
渔技,17,渔业技术,55,0.3090909090909091
渔捞,42,渔业捕捞,163,0.25766871165644173
温控,439,温度控制,342,1.283625730994152
港人,20283,香港人,12348,1.6426141885325558
港大,11252,香港大学,5649,1.991856965834661
港姐,733,香港小姐,311,2.356913183279743
港客,1113,香港客商,152,7.322368421052632
港岛,2942,香港岛,421,6.98812351543943
港府,9097,香港政府,2412,3.7715588723051408
港报,1538,香港报纸,372,4.134408602150538
港片,304,香港影片,128,2.375
港监,600,港务监督,90,6.666666666666667
港股,16313,香港股市,5433,3.0025768452052275
港警,4453,香港警察,507,8.783037475345168
游将,1120,游泳健将,169,6.627218934911243
湿控,18,湿度控制,59,0.3050847457627119
滞港,309,滞留香港,53,5.830188679245283
滥权,743,滥用职权,6310,0.11774960380348654
演词,53,演说词,43,1.2325581395348837
潜亏,295,潜在亏损,42,7.023809523809524
澳姐,46,澳门小姐,153,0.3006535947712418
激辩,895,激烈争辩,149,6.006711409395973
炮团,1258,炮兵团,1670,0.7532934131736527
炮指,105,炮兵指挥部,28,3.75
炮校,53,炮兵学校,101,0.5247524752475248
烈属,1490,烈士家属,344,4.3313953488372094
热作,339,热带作物,388,0.8737113402061856
热工,424,热能工程,53,8
煤科,37,煤炭科学,102,0.3627450980392157
煤质,420,煤炭质量,88,4.7727272727272725
燕大,130,燕京大学,470,0.2765957446808511
版协,137,出版协会,72,1.9027777777777777
牌告,126,挂牌公告,125,1.008
牙防,1137,牙病防治,129,8.813953488372093
物探,889,地球物理勘探,138,6.442028985507246
物耗,459,物资消耗,134,3.425373134328358
特使,17331,特命全权大使,3841,4.512106222337933
特困,10885,特殊困难,1631,6.67381974248927
特委,2823,特别委员会,2580,1.094186046511628
特批,1319,特别批准,182,7.247252747252747
特支,567,特别支部,61,9.295081967213116
特训,713,特别训练,154,4.62987012987013
特需,1129,特殊需要,1008,1.1200396825396826
犯属,13,犯人家属,63,0.2063492063492063
狱务,70,监狱事务,39,1.794871794871795
玉烟,54,云南玉溪卷烟厂,35,1.542857142857143
环保,143028,环境保护,43644,3.2771514984877648
环卫,7134,环境卫生,5014,1.4228161148783407
环发,693,环境与发展,1824,0.37993421052631576
环情,36,环境情况,131,0.2748091603053435
现值,735,现实价值,150,4.9
现况,1543,现实情况,2372,0.6505059021922428
现势,131,现实形势,15,8.733333333333333
玻纤,175,玻璃纤维,529,0.33081285444234404
珠影,64,珠江电影制片厂,36,1.7777777777777777
班厦,33,班达拉奈克国际会议大厦,35,0.9428571428571428
球卡,81,球员卡,413,0.19612590799031476
瑞航,184,瑞士航空公司,176,1.0454545454545454
瑞郎,815,瑞士法郎,5934,0.13734411863835524
瓶啤,505,瓶装啤酒,69,7.318840579710145
生化,7291,生物化学,1321,5.519303557910674
生资,6814,生产资料,8573,0.7948209494925931
田管,1377,田间管理,1534,0.8976531942633638
甲减,220,甲状腺功能减退,56,3.928571428571429
申装,29,申请安装,88,0.32954545454545453
电业,2635,电力工业,2308,1.141681109185442
电修,77,电机修理,16,4.8125
电大,2546,广播电视大学,652,3.9049079754601226
电建,1538,电力建设,1416,1.0861581920903955
电感,185,电子感应,71,2.6056338028169015
电教,1064,电化教学,202,5.267326732673268
电算,253,电子计算,1506,0.16799468791500663
电联,3244,国际电信联盟,1099,2.951774340309372
电镜,104,电子显微镜,310,0.33548387096774196
电院,43,电子工程学院,130,0.33076923076923076
男乒,860,男子乒乓球,541,1.5896487985212568
男单,19070,男子单打,3981,4.7902537050992215
男双,8246,男子双打,2225,3.7060674157303377
男曲,537,男子曲棍球,559,0.960644007155635
男板,42,男子跳板跳水,100,0.42
男网,1408,男子网球,1642,0.8574908647990256
男花,494,男子花剑,1272,0.38836477987421386
画艺,1616,绘画艺术,988,1.6356275303643724
留美,1795,留学美国,473,3.79492600422833
痕检,30,痕迹检验,36,0.8333333333333334
登联,71,登山联合会,13,5.461538461538462
监委,2135,监察委员会,841,2.5386444708680145
监检,30,监察和检察,28,1.0714285714285714
监销,33,监督销毁,158,0.2088607594936709
盒带,173,盒式录音带,32,5.40625
盟体,55,联盟体,83,0.6626506024096386
盲协,60,盲人协会,109,0.5504587155963303
盲校,280,盲人学校,115,2.4347826086956523
盲流,173,盲目流动,83,2.0843373493975905
直客,77,直通旅客列车,235,0.3276595744680851
直资,177,直接资助,127,1.3937007874015748
省医,2599,省立医院,507,5.126232741617357
督查,11094,监督检查,18957,0.5852191802500396
知青,2504,知识青年,536,4.6716417910447765
短网,61,短式网球,197,0.3096446700507614
矿大,430,矿业大学,594,0.7239057239057239
研发,71015,研究开发,8147,8.716705535780042
研审,18,研究审查,14,1.2857142857142858
研考,441,研究生入学考试,541,0.8151571164510166
硕导,63,硕士生导师,285,0.22105263157894736
磨耗,78,磨损消耗,11,7.090909090909091
社保,25521,社会养老保险,2882,8.855308813324081
社党,1016,社会民主党,3578,0.2839575181665735
社店,52,出版社和书店,30,1.7333333333333334
社改,428,社会改革,1017,0.42084562438544737
社教,633,社会教育,1302,0.4861751152073733
社盟,59,社会联盟,67,0.8805970149253731
社科,20497,社会科学,24271,0.8445057888014503
社署,546,香港社会福利署,128,4.265625
社群,3074,社会群体,1393,2.206748025843503
社青,93,社会青年,424,0.21933962264150944
票选,4738,投票选举,2058,2.3022351797862
祭仪,385,祭奠仪式,202,1.905940594059406
禁产,161,禁止生产,833,0.19327731092436976
禁映,59,禁止放映,22,2.6818181818181817
禁用,3273,禁止使用,2414,1.355840927920464
禁登,19,禁止刊登,43,0.4418604651162791
禁销,92,禁止销售,590,0.15593220338983052
福铁,530,福州铁路,136,3.897058823529412
私企,1897,私营企业,14994,0.1265172735760971
私宅,655,私人住宅,1183,0.5536770921386306
私小,66,私立小学,99,0.6666666666666666
私烟,483,走私香烟,619,0.7802907915993538
私物,450,私人物品,457,0.9846827133479212
私财,613,私人财产,620,0.9887096774193548
科仪,171,科学仪器,826,0.20702179176755447
科协,4209,科学技术协会,1018,4.134577603143418
科国,1969,科威特国,1039,1.8950914340712224
科研,135014,科学研究,21966,6.146499135026859
科考,7393,科学考察,4686,1.5776781903542467
科艺,177,科学和艺术,144,1.2291666666666667
税制,9566,税收制度,1309,7.307868601986249
税干,88,税务干部,562,0.15658362989323843
税检,84,税收检查,125,0.672
税警,86,税务警察,47,1.8297872340425532
空司,457,空军司令部,684,0.6681286549707602
空战,2689,空中作战,423,6.356973995271868
空政,832,空军政治部,361,2.3047091412742384
空港,2826,航空港,1055,2.6786729857819904
空爆,454,空中爆炸,220,2.0636363636363635
空距,30,空中距离,99,0.30303030303030304
空运,10072,航空运输,7766,1.2969353592583055
突审,415,突击审讯,72,5.763888888888889
立审,1117,立案审查,439,2.5444191343963554
立局,230,立法局,1528,0.1505235602094241
童军,842,童子军,406,2.0738916256157633
童装,1299,儿童服装,219,5.931506849315069
筹资,11905,筹集资金,5696,2.090063202247191
管养,262,管理和养护,33,7.9393939393939394
管城,793,管理城市,203,3.9064039408866993
管委,10359,管理委员会,8169,1.2680866691149468
管护,2601,管理和保护,437,5.951945080091533
管输,578,管道输送,350,1.6514285714285717
篮协,2815,篮球协会,1329,2.1181339352896913
篮总,327,香港篮球总会,42,7.785714285714286
篮联,315,篮球联合会,223,1.4125560538116593
篮赛,292,篮球赛,2386,0.12238055322715842
粪管,11,粪便管理,17,0.6470588235294118
粮价,9163,粮食价格,5524,1.6587617668356265
粮援,225,粮食援助,1737,0.12953367875647667
粮播,236,粮食播种,1255,0.18804780876494023
粮改,544,粮食购销体制改革,79,6.886075949367089
粮经,273,粮食经济,41,6.658536585365853
粮菜,130,粮食和蔬菜,128,1.015625
粮贸,83,粮食贸易,243,0.34156378600823045
精油,386,香精油,64,6.03125
精研,200,精心研究,202,0.99009900990099
索费,104,索取费用,17,6.117647058823529
纠风,6213,纠正行业不正之风,757,8.207397622192866
红属,14,红军家属,29,0.4827586206896552
红高,780,红色高棉,380,2.0526315789473686
纪监,191,纪律监督,122,1.5655737704918034
纯善,28,纯朴善良,60,0.4666666666666667
纳指,1578,纳斯达克综合指数,4161,0.3792357606344629
纺企,507,纺织企业,2035,0.2491400491400491
纺机,634,纺织机械,914,0.6936542669584245
组工,3556,组织工作,9227,0.3853907012029912
组派,765,组织派遣,235,3.25531914893617
组训,2748,组织训练,848,3.240566037735849
组设,677,组织设立,210,3.223809523809524
绍酒,19,绍兴酒,99,0.1919191919191919
经合,5607,经济合作,49270,0.113801501928151
经委,2127,经济委员会,2455,0.8663951120162933
经建,8452,经济建设,41505,0.20363811588965183
经技,258,经济与技术,364,0.7087912087912088
经援,576,经济援助,3808,0.15126050420168066
经改,2534,经济体制改革,7680,0.3299479166666667
经研,2476,经济研究,14773,0.16760305963582212
经管,1981,经济管理,5891,0.3362756747581056
经院,747,经济学院,3870,0.1930232558139535
结防,118,结核病防治,564,0.20921985815602837
统供,414,统一供应,144,2.875
统分,2085,统一分配,243,8.580246913580247
统战,12963,统一战线,8952,1.4480563002680966
统招,675,统一招生,336,2.0089285714285716
统整,899,统一整合,120,7.491666666666666
统检,560,统一检查,89,6.292134831460674
统测,525,统一测试,108,4.861111111111111
统算,108,统一核算,349,0.30945558739255014
统管,2005,统一管理,5123,0.3913722428264689
绥署,11,绥靖公署,56,0.19642857142857145
续任,1474,继续留任,1146,1.2862129144851655
续演,840,继续演出,108,7.777777777777778
续贬,1028,继续贬值,275,3.7381818181818183
续降,3983,继续下降,2748,1.4494177583697234
维园,321,香港维多利亚公园,105,3.057142857142857
维港,1201,维多利亚港,1178,1.0195246179966044
综保,75,综合保险,394,0.19035532994923857
绿带,292,绿化地带,44,6.636363636363637
编务,68,编辑业务,57,1.1929824561403508
编采,135,编辑采访,15,9
网协,2048,网球协会,1926,1.063343717549325
网膜,367,视网膜,1656,0.22161835748792272
罗政,1239,罗马尼亚政府,629,1.9697933227344993
罪因,46,犯罪原因,102,0.4509803921568627
美协,1210,美术家协会,1618,0.7478368355995055
美展,906,美术作品展览,155,5.84516129032258
美工,1268,美术工作,272,4.661764705882353
美校,80,美术学校,179,0.4469273743016759
美编,149,美术编辑,120,1.2416666666666667
美航,2912,泛美航空公司,443,6.5733634311512414
美院,1123,美术学院,2559,0.43884329816334505
群工,458,群众工作,4124,0.1110572259941804
群文,339,群众文化艺术,58,5.844827586206897
群管,125,群众管理,22,5.681818181818182
羽协,569,羽毛球协会,1119,0.5084897229669347
羽总,287,香港羽毛球总会,43,6.674418604651163
老协,63,老年人协会,129,0.4883720930232558
考纪,744,考试纪律,211,3.5260663507109005
考纲,265,考试大纲,1505,0.1760797342192691
考规,82,考试规则,68,1.2058823529411764
耶教,40,耶稣教,14,2.857142857142857
聋校,74,聋哑学校,377,0.1962864721485411
职中,1182,职业中学,715,1.6531468531468532
职初,26,职业初中,24,1.0833333333333333
职大,968,职工大学,156,6.205128205128205
职安,344,职业安全健康,152,2.263157894736842
职总,1391,职工总会,346,4.020231213872832
职改,62,职称改革,63,0.984126984126984
职校,1154,职业学校,6276,0.18387507966857872
职棒,2152,职业棒球,673,3.197622585438336
职灾,22,职业灾害,28,0.7857142857142857
职评,308,职称评定,955,0.3225130890052356
职高,1319,职业高中,746,1.7680965147453085
联保,1311,联合保险,171,7.666666666666667
联共,686,联合共产党,190,3.610526315789474
联招,871,联合招生,229,3.803493449781659
联校,125,联合学校,26,4.8076923076923075
联汇,273,联系汇率,528,0.5170454545454546
联航,1495,联合航空公司,858,1.7424242424242424
联试,332,联合试验,35,9.485714285714286
联贷,212,联合贷款,90,2.3555555555555556
聚赌,288,聚众赌博,672,0.42857142857142855
肌注,63,肌肉注射,163,0.38650306748466257
股价,45427,股票价格,4829,9.407123628080347
股值,232,股票价值,305,0.760655737704918
育乐,176,体育娱乐,368,0.4782608695652174
胆石,139,胆囊结石,90,1.5444444444444445
胸透,127,胸部透视,24,5.291666666666667
能委,890,能源委员会,402,2.2139303482587063
能耗,16570,能源消耗,3870,4.281653746770026
脊灰,260,脊髓灰质炎,1633,0.15921616656460502
脑体,191,脑力劳动和体力劳动,21,9.095238095238097
脱贫,16538,摆脱贫困,2705,6.113863216266174
脱险,3172,脱离危险,1695,1.871386430678466
腰穿,34,腰椎穿刺,14,2.4285714285714284
自协,338,自行车运动协会,327,1.033639143730887
自民,26985,自由民主,3997,6.751313485113835
自研,340,自行研制,2277,0.14931927975406237
自防,311,自身防范,71,4.380281690140845
舞协,181,舞蹈家协会,326,0.5552147239263804
舞师,18,舞蹈教师,92,0.1956521739130435
舞星,59,舞蹈明星,30,1.9666666666666663
舞校,94,舞蹈学校,301,0.3122923588039867
舞美,1796,舞台美术,298,6.026845637583893
航图,99,航空图,84,1.1785714285714286
航校,554,航空学校,256,2.1640625
