short_form,short_count,long_form,long_count,short_long_ratio
审评,1680,审查评议,5,336
客层,81,顾客层,7,11.571428571428571
客运,42445,旅客运输,3116,13.621630295250322
宣口,7,宣传口,628,0.01114649681528662
宣委,5,宣传委员,283,0.0176678445229682
宣贯,74,宣传贯彻,1642,0.04506699147381242
家化,1983,家用化妆品,1,1983
家托,708,家庭托儿所,16,44.25
家扶,1995,家庭扶助,64,31.171875
家电,68430,家用电器,5221,13.10668454319096
家纠,41,家庭纠纷,459,0.08932461873638345
家纺,1651,家庭纺织,8,206.375
家肥,700,农家肥料,5,140
家访,2122,家庭访问,34,62.411764705882355
宿位,159,住宿床位,8,19.875
宿生,1218,寄宿的学生,11,110.72727272727272
密商,154,秘密商量,1,154
富政,110,富裕政策,1,110
导因,827,导致的原因,4,206.75
导购,46115,引导购物,7,6587.857142857143
尊师,1977,尊敬老师,50,39.54
尊老,1301,尊重老人,88,14.784090909090908
尼铁,71,尼日利亚铁路公司,5,14.2
局封,161,局部封闭疗法,1,161
展厅,9600,展览大厅,518,18.53281853281853
展售,258,展览销售,8,32.25
展团,1760,展览团,145,12.137931034482758
展映,1884,展览放映,2,942
展演,5551,展览演出,18,308.3888888888889
展贸,988,展览贸易,14,70.57142857142857
屠犹,11,屠杀犹太人,193,0.05699481865284974
山胞,34,台湾山地同胞,5,6.8
峰会,93883,高峰会议,2465,38.08640973630832
崇外,96,崇文区外,10,9.6
川妹,497,四川妹子,33,15.06060606060606
川棉,14,四川棉花,3,4.666666666666667
工专,1084,工业专科学校,12,90.33333333333331
工休,432,工间休息,15,28.8
工农,12970,工人和农民,318,40.78616352201258
工副,261,工业副业,2,130.5
工办,1149,工业办公室,105,10.942857142857145
工学,10805,工作和学习,497,21.740442655935613
工安,2520,工业安全,179,14.078212290502794
工贸,11946,工业和贸易,444,26.905405405405407
工赈,10,以工代赈,1298,0.00770416024653312
工运,1219,工作运动,1,1219
差旅,1619,出差旅行,24,67.45833333333333
巴统,430,巴黎统筹委员会,33,13.030303030303031
币改,546,货币制度改革,35,15.6
市值,25010,市场价值,1572,15.90966921119593
市农,13775,城市和农村,1131,12.17948717948718
市售,329,市场销售,6110,0.05384615384615385
市话,1578,市区电话,65,24.276923076923076
市郊,7902,市区和郊区,83,95.20481927710844
布控,1646,布置控制,1,1646
帆联,64,帆船运动联合会,7,9.142857142857142
师徒,1903,师傅和徒弟,4,475.75
师德,3388,教师道德,18,188.22222222222223
帝大,236,日本东京帝国大学,6,39.333333333333336
帮教,2682,帮助和教育,22,121.9090909090909
帮补,149,帮助补贴,2,74.5
干休,59,干部休养,6,9.833333333333334
干审,12,干部审查,5,2.4
干属,2,干部家属,399,0.0050125313283208
干政,1154,干预政事,4,288.5
干校,627,干部进修学校,5,125.4
平交,2478,平面相交,1,2478
平战,1501,平时战时,20,75.05
平挂,129,平信和挂号信,7,18.428571428571427
平米,12959,平方米,163382,0.07931718304341971
平调,976,平级调动,70,13.942857142857145
年均,26773,每年平均,1848,14.487554112554111
年资,2797,年龄资历,3,932.3333333333334
幼园,123,幼儿园,38481,0.00319638263038902
幼师,742,幼稚园教师,15,49.46666666666667
广电,15771,广播与电视,41,384.6585365853659
广空,775,广州军区空军部队,7,110.71428571428572
广获,235,广泛获得,7,33.57142857142857
库券,11,国库券,3567,0.00308382394168769
庭审,24410,法院开庭审判,24,1017.0833333333334
康乐,2697,健康娱乐,63,42.80952380952381
康梁,33,康有为梁启超,1,33
康雍,45,康熙和雍正,3,15
廉政,38617,廉洁勤政,184,209.875
延烧,1360,蔓延燃烧,1,1360
延赛,50,延后比赛,7,7.142857142857143
建乡,632,建立乡政府,15,42.13333333333333
建交,38661,建立外交关系,2724,14.19273127753304
建安,4189,建筑和安装,12,349.0833333333333
建政,1632,建设政权,8,204
建模,990,建立模型,31,31.93548387096774
建章,1521,建立规章,40,38.025
开业,19712,开张营业,421,46.82185273159145
开审,4460,开始审讯,48,92.91666666666669
开展,434613,开始展览,5,86922.6
开征,14610,开始征收,442,33.05429864253394
开拍,4091,开始拍摄,184,22.23369565217391
开播,3382,开始播放,188,17.98936170212766
开方,2024,开药方,171,11.83625730994152
开赛,61334,开始比赛,385,159.3090909090909
弃婴,1126,被遗弃的婴儿,17,66.23529411764706
弃教,120,放弃教学,2,60
引介,308,引导介绍,2,154
引销,5,引导销售,4,1.25
弹速,118,子弹速度,3,39.333333333333336
强检,1735,强行检查,35,49.57142857142857
归侨,4926,归国华侨,374,13.171122994652409
彝胞,10,彝族同胞,89,0.11235955056179776
彩塑,569,彩色塑料,26,21.884615384615383
彩录,4,彩色录像,2,2
彩涂,244,彩色涂料,14,17.428571428571427
彩版,63,彩色版面,8,7.875
彩纸,262,彩色相纸,26,10.076923076923077
影人,3223,电影界人士,210,15.347619047619048
影像,13180,电影和录像,23,573.0434782608696
影制,3215,电影发行体制,13,247.30769230769232
影剧,1591,电影和戏剧,29,54.86206896551724
影协,686,香港电影业协会,3,228.66666666666663
影后,1923,电影皇后,22,87.4090909090909
影帝,981,电影皇帝,10,98.1
影机,2766,电影放映机,111,24.91891891891892
影视,30599,电影和电视,412,74.26941747572816
征地,13685,征收土地,607,22.54530477759473
征接,238,征兵接兵,7,34
征稽,425,征收稽查,21,20.238095238095237
征纳,180,征收交纳,3,60
征补,4,征集和补充,3,1.3333333333333333
待业,4271,等待就业,45,94.91111111111113
待产,667,等待生产,9,74.11111111111111
待学,567,等待入学,7,81
待工,2195,等待工作,39,56.282051282051285
待援,200,等待援助,20,10
律署,3,香港律政署,3,1
徐铁,58,徐州铁路局,1,58
微书,93,微型书法,5,18.6
德才,4124,品德和才能,4,1031
德甲,6327,德国甲级足球联赛,59,107.23728813559322
德育,4554,品德教育,379,12.015831134564644
德行,1731,品德行为,19,91.10526315789474
忠勇,339,忠诚勇敢,8,42.375
怒讨,7,愤怒声讨,145,0.04827586206896552
思政,455,思想政治,14949,0.03043681851628871
性变,5691,性别变化,1,5691
性征,468,性别特征,43,10.883720930232558
性病,9527,性传播疾病,233,40.88841201716738
恶攻,18,恶毒攻击,188,0.09574468085106384
恶黑,10,恶性黑色素瘤,86,0.11627906976744186
惩暴,57,惩罚暴力,2,28.5
惩署,2,香港惩教署,66,0.0303030303030303
意共,1062,意大利共产党,79,13.443037974683543
意甲,6225,意大利甲级联赛,407,15.294840294840297
慈协,1,慈善协会,245,0.00408163265306122
慈济,2391,慈善救济,45,53.13333333333333
慈联,5,慈善联合会,5,1
成中,14086,成人中学,1,14086
成电,8997,成都电讯工程学院,5,1799.4
成百,3104,成都百货,45,68.97777777777777
成部,37577,成都部队,23,1633.7826086956522
戒护,908,警戒与维护,1,908
战债,18,战争债务,5,3.6
战况,1404,作战情况,56,25.071428571428573
战史,907,作战史,44,20.613636363636363
战罪,107,战争罪行,1452,0.07369146005509641
截稿,1430,截止投稿,4,357.5
戴杯,31,戴维斯杯网球赛,1085,0.02857142857142857
户养,905,分户饲养,13,69.61538461538461
户均,3255,每户平均,175,18.6
房修,210,房屋修理,7,30
房协,1241,房屋协会,96,12.927083333333334
房展,1986,住房展览,3,662
房建,20862,房屋修建,38,549
房源,19952,住房来源,13,1534.7692307692307
房行,968,住房储蓄银行,96,10.083333333333334
房贴,119,住房补贴,1490,0.07986577181208054
房颤,317,心房纤维性颤动,14,22.642857142857142
手联,626,手球联合会,34,18.41176470588235
打假,9571,打击制售假冒伪劣商品,212,45.14622641509434
打办,28,打击投机倒把办公室,2,14
打扒,28,打击扒手,3,9.333333333333334
打流,144,打击流氓犯罪,3,48
打非,5349,打击非法出版物活动,2,2674.5
执监,11,执行委员会和监察委员会,1,11
执罚,417,执行罚没,6,69.5
扩产,1215,扩大产量,72,16.875
扩兵,6,扩充兵源,4,1.5
扩容,5051,扩大容量,28,180.3928571428571
扩广,3,扩大推广,55,0.05454545454545454
扩建,26149,扩大建设,164,159.4451219512195
扩权,1095,扩大自主权,22,49.77272727272727
扩版,345,扩大版面,8,43.125
扩繁,164,扩大繁育,12,13.666666666666666
扩编,643,扩大编制,52,12.365384615384617
扫丑,6,扫除各种丑恶现象,23,0.2608695652173913
扫毒,2388,扫除毒品,29,82.34482758620689
批转,1741,批示后转发,1,1741
批销,358,批购零销,2,179
承保,4318,承接保险,3,1439.3333333333333
承建,7158,承担建设,164,43.64634146341464
承租,4110,承包租赁,96,42.8125
承责,28,承担责任,6694,0.00418285031371377
承销,6073,承运销售,1,6073
技交,50,技术交易,840,0.05952380952380952
技干,8,技术干部,1599,0.00500312695434646
技检,6,技术检查,198,0.0303030303030303
技监,506,技术监督,7976,0.06344032096288867
技防,620,技术预防,43,14.418604651162791
技革,14,技术革新,2396,0.00584307178631051
投产,28862,投入生产,2042,14.134182174338884
投工,1069,投入人工,16,66.8125
抗台,692,抗御台风,23,30.08695652173913
抗宣,4,抗日宣传,88,0.04545454545454545
抗属,22,抗日军人家属,9,2.4444444444444446
抗敌,606,抗击敌人,44,13.772727272727272
抗暴,500,反抗暴力,13,38.46153846153846
抗洪,24959,抵抗洪水,11,2269
抗老,225,抵抗衰老,10,22.5
抗跌,1556,抗拒下跌,1,1556
折卖,86,折价出卖,2,43
护协,2837,护士协会,56,50.660714285714285
护厂,134,保护工厂,4,33.5
护工,16727,护理工人,1,16727
护绿,556,保护绿化,14,39.714285714285715
护肤,1920,保护皮肤,102,18.823529411764707
护航,24034,保护航行,14,1716.7142857142858
护龄,8,护士工龄,2,4
报业,9008,报纸出版业,12,750.6666666666666
报刊,20422,报纸和刊物,18,1134.5555555555557
报批,8530,申报批准,34,250.8823529411765
报检,1270,申报检验,8,158.75
报考,29731,报名考试,260,114.35
报警,32730,报告警方,33,991.818181818182
报请,3120,报告请示,13,240
抽红,15,抽取红利,2,7.5
抽评,2,抽样评比,1,2
拒载,754,拒绝载客,13,58
拓销,219,拓展外销,15,14.6
招商,41901,招引客商,1,41901
招工,5002,招收工人,34,147.11764705882354
招录,7980,招聘录用,66,120.9090909090909
招警,197,招考警察,12,16.416666666666668
拜金,2201,崇拜金钱,24,91.70833333333331
拥军,7755,拥护人民军队,1,7755
择业,4198,选择职业,275,15.265454545454546
择偶,1588,选择配偶,40,39.7
择恋,12,选择恋人,10,1.2
拳委,7,拳击委员会,29,0.2413793103448276
持平,26663,保持平衡,775,34.40387096774194
持旺,1164,持续旺销,99,11.757575757575758
持股,21266,持有股票,507,41.94477317554241
指婚,28,指定婚姻,4,7
指检,156,用手指检查,1,156
捐资,7718,捐助资金,286,26.986013986013987
捕办,4,逮捕法办,50,0.08
捕杀,2253,逮捕杀害,21,107.28571428571428
换汇,724,换取外汇,67,10.805970149253731
据考,2394,根据考证,31,77.2258064516129
捷运,3530,快捷运输,32,110.3125
授勋,1898,授予勋章,26,73
掌控,10177,掌握控制,54,188.46296296296296
排华,852,排斥华人,12,71
排污,11042,排放污水,282,39.15602836879432
排犹,76,排斥犹太人,9,8.444444444444445
排解,1080,排除和解决,3,360
排雷,2078,排除地雷,124,16.758064516129032
探慰,1,探望和慰问,34,0.02941176470588235
接访,4268,接待上访,183,23.3224043715847
控烟,3983,控制烟尘,7,569
控爆,105,控制性爆破,9,11.666666666666666
控编,48,控制编制,10,4.8
控股,43337,控制股份,18,2407.6111111111113
控释,199,控制释放,9,22.11111111111111
推介,20606,推荐介绍,65,317.0153846153846
提价,10125,提高价格,789,12.832699619771864
插青,7,插队知识青年,2,3.5
揭批,1142,揭发和批判,2,571
援外,2418,援助外国,4,604.5
援建,16410,援助建设,96,170.9375
揽储,471,招揽储蓄,2,235.5
摄制,4336,拍摄制作,336,12.904761904761903
摄记,231,摄影记者,3980,0.05804020100502512
撤并,1647,撤销合并,38,43.3421052631579
撤诉,1380,撤回诉讼,35,39.42857142857143
擂赛,26,擂台赛,2625,0.0099047619047619
攀钢,1482,攀枝花钢铁公司,84,17.642857142857142
支内,105,支援内地建设,5,21
支农,7240,支援农业,300,24.133333333333333
支前,1463,支援前线,142,10.30281690140845
支委,1487,支部委员会委员,2,743.5
支教,3724,支援教育,45,82.75555555555556
支薪,217,支领薪水,7,31
收储,3513,吸收储蓄,40,87.825
收售,139,收购和出售,12,11.583333333333334
收存,945,收藏保存,12,78.75
收录,7214,收音和录音,4,1803.5
收支,24404,收入和支出,518,47.11196911196911
收案,477,收受案件,31,15.387096774193548
收汇,1003,收入外汇,9,111.44444444444444
收治,6322,接收治疗,23,274.8695652173913
收视,9432,收看电视,776,12.154639175257731
改制,16447,改革机制,93,176.8494623655914
攻防,6722,进攻和防守,513,13.103313840155945
放疗,1064,放射性治疗,70,15.2
政企,4606,行政和企业,9,511.77777777777777
政务,23969,行政事务,627,38.22807017543859
政审,10876,政治审查,183,59.43169398907104
政宣,492,思想政治宣传,5,98.4
政民,1228,政府和人民,20725,0.05925211097708082
政法,28290,政治和法律,311,90.96463022508038
敌友,71,敌人和朋友,10,7.1
敌工,93,敌区工作,5,18.6
救捞,1820,救助和打捞,7,260
救治,37496,抢救和治疗,138,271.71014492753625
教协,792,香港教育专业人员协会,13,60.92307692307692
教厅,48,教育厅,8646,0.00555170020818875
教干,232,教学管理干部,8,29
教署,7,香港教育署,88,0.07954545454545454
敬老,7017,尊敬老人,82,85.57317073170732
数传,334,数字传送,12,27.833333333333332
整军,541,整顿军队,14,38.642857142857146
整干,371,整顿干部作风,37,10.027027027027026
整训,479,整编训练,3,159.66666666666666
文传,7885,文字传递,9,876.1111111111111
文办,199,文化办公室,15,13.266666666666667
文博,7865,文物博物,152,51.74342105263158
文印,461,文件打印,15,30.733333333333334
文总,841,文化总同盟,6,140.16666666666666
文档,1811,文书档案,64,28.296875
文理,3435,文科理科,17,202.05882352941177
文白,131,文言和白话,2,65.5
文秘,1618,文书秘书,1,1618
文联,6527,文学艺术家联合会,20,326.35
新币,908,新加坡货币,33,27.515151515151516
新旅,606,新安旅行团,7,86.57142857142857
新股,27341,新上市股票,23,1188.7391304347825
新高,54006,新的高峰,389,138.83290488431876
施救,7679,实施抢救,284,27.038732394366196
施检,951,施行检查,2,475.5
施麻,66,施行麻醉,7,9.428571428571429
旅业,356,旅游业,49912,0.00713255329379708
旅协,149,旅游协会,2807,0.053081581759886
旅检,992,旅客检查,82,12.097560975609756
日化,1412,日用化学工业,16,88.25
日均,19222,每日平均,447,43.002237136465325
日杂,301,日用杂货品,3,100.33333333333331
日谍,6,日本谍报人员,2,3
日资,1249,日本资本,41,30.463414634146343
早搏,141,过早搏动,2,70.5
旱作,1938,旱地作物,95,20.4
时政,19044,时事政治,487,39.1047227926078
时长,3399,时间长度,163,20.85276073619632
明令,3884,明确命令,6,647.3333333333334
星联,776,星际联盟,2,388
春播,2274,春季播种,19,119.6842105263158
春灌,378,春季灌溉,3,126
春训,888,春季训练,23,38.608695652173914
春贷,4,春耕贷款,51,0.0784313725490196
春运,28269,春节旅客运输,35,807.6857142857143
显绩,172,显著成绩,4102,0.04193076548025353
晤洽,3,会晤洽谈,3,1
晨训,18,早晨训练,7,2.5714285714285716
晨运,286,清晨运动,1,286
普师,4,普通师范,26,0.15384615384615383
普幼,4,普通幼儿园,47,0.0851063829787234
普建,47,普遍建立,1616,0.02908415841584158
普快,109,普通旅客快车,2,54.5
普文,92,普通文科,5,18.4
普查,24966,普遍检查,57,438
普法,5002,普及法律常识,79,63.31645569620253
普测,25,普遍测量,1,25
普理,200,普通理科,3,66.66666666666667
普采,67,普通机械化采煤,2,33.5
智商,2796,智力商数,5,559.2
智障,4092,智力障碍,232,17.637931034482758
智龄,3,智力年龄,7,0.42857142857142855
暑运,1048,暑期旅客运输,18,58.22222222222222
暴富,2359,暴发致富,2,1179.5
曲协,120,曲艺工作者协会,3,40
有研,5299,有色金属研究所,10,529.9
朝侨,216,朝鲜侨民,20,10.8
朝族,12,朝鲜族,3197,0.00375351892399124
期金,2486,期货资金,26,95.6153846153846
木展,18,木刻展览,4,4.5
本利,22040,本金和利息,318,69.30817610062893
本钢,1977,本溪钢铁公司,184,10.744565217391305
机位,1997,飞机位置,33,60.51515151515152
机具,3063,机械和工具,14,218.78571428571428
机场,208849,飞机场,1003,208.22432701894317
机损,299,机械损坏,6,49.833333333333336
机收,1931,机械收割,79,24.443037974683545
机油,1983,机械油,11,180.27272727272728
机织,143,机器纺织,4,35.75
机绣,53,机器刺绣,2,26.5
机耕,886,机械化耕作,60,14.766666666666667
杂优,105,杂交优质品种,1,105
权责,4990,权力和责任,180,27.72222222222222
材质,5210,材料质量,173,30.115606936416185
村小,5768,村办小学,147,39.23809523809524
杭扇,5,杭州扇子,3,1.6666666666666667
松嫩,472,松花江嫩江,6,78.66666666666667
果粮,160,瓜果和粮食,1,160
架构,11938,框架结构,557,21.432675044883304
染化,146,染料化学工业,7,20.857142857142858
柔协,15,香港柔道协会,3,5
柠茶,8,柠檬茶,37,0.21621621621621623
查办,17333,检查办理,10,1733.3
查堵,526,检查堵截,2,263
查处,77346,审查处理,108,716.1666666666666
查控,439,检查和控制,28,15.678571428571429
查核,4630,查证核实,65,71.23076923076923
查禁,1353,检查禁止,1,1353
查究,306,检查追究,2,153
查获,27478,侦查破获,9,3053.1111111111113
柬邀,1,请柬邀请,5,0.2
柯族,23,柯尔克孜族,710,0.0323943661971831
柳铁,241,柳洲铁路局,1,241
标粉,5,标准面粉,5,1
校企,1668,学校企业,27,61.77777777777778
校办,3455,校长办公室,204,16.936274509803923
校工,1627,学校工人,5,325.4
校注,460,校勘和注释,4,115
校警,508,学校警卫,18,28.22222222222222
核准,15475,审核批准,598,25.877926421404684
核发,4485,审核发放,104,43.125
核查,33772,核对检查,22,1535.090909090909
核资,1488,核实资金,11,135.27272727272728
根雕,603,树根雕刻,2,301.5
梅拳,4,梅花拳,31,0.12903225806451613
梅鹿,3,梅花鹿,1215,0.00246913580246913
械弹,59,枪械与弹药,4,14.75
检修,6136,检查和修理,9,681.7777777777778
检审,192,检验和审查,2,96
检方,24263,检察院方面,39,622.1282051282051
检获,1533,检查缴获,2,766.5
棉农,2253,种棉花的农民,5,450.6
棉贷,6,棉花贷款,16,0.375
棒运,19,棒球运动,622,0.03054662379421222
森铁,46,森林小铁路,2,23
楷草,1,楷书和草书,1,1
概览,358,大概浏览,2,179
欧杯,13,欧洲国家杯,413,0.03147699757869249
欧盟,277188,欧洲联盟,13916,19.918654785858006
欧美,35946,欧洲和美洲,317,113.39432176656152
欧风,305,欧洲风味,7,43.57142857142857
歌星,3959,歌唱明星,11,359.90909090909093
正副,3834,正职和副职,23,166.69565217391303
正反,3052,正面与反面,6,508.6666666666667
步道,1054,步行道路,7,150.57142857142858
武备,235,武器装备,16631,0.0141302387108412
武警,39586,武装警察,867,45.65859284890427
武运,29,武术运动,1271,0.02281667977970102
武钢,4130,武汉钢铁公司,202,20.445544554455445
歧见,2480,分歧意见,109,22.75229357798165
残童,11,残疾儿童,2289,0.00480559196155526
母婴,2858,母亲和婴儿,36,79.38888888888889
毒副,759,毒品副作用,3,253
毒贩,4457,毒品贩子,190,23.457894736842107
毒资,1584,购买毒品的资金,1,1584
民俗,20911,民间风俗,101,207.03960396039605
民先,1436,中华民族解放先锋,57,25.19298245614035
民力,4000,民众力量,45,88.88888888888889
民办,23890,民间兴办,19,1257.3684210526317
民协,2360,香港民主民生协进会,7,337.14285714285717
民品,1497,民用品,57,26.26315789473684
民困,523,民生困难,46,11.369565217391305
民爆,563,民用爆破,13,43.30769230769231
民联,4582,三民主义同志联合会,10,458.2
民舞,144,民族舞蹈,1655,0.08700906344410876
民警,76416,人民警察,5240,14.583206106870229
民负,2548,人民负担,66,38.60606060606061
民选,6252,民众选举,35,178.62857142857143
民青,782,民主青年同盟,12,65.16666666666667
水煤,429,自来水和煤气,16,26.8125
水电,37595,水力发电,1368,27.48172514619883
水署,3,香港水务署,47,0.06382978723404255
水警,1639,水上警察,33,49.666666666666664
水阻,194,水流阻力,2,97
汇制,279,汇兑制度,9,31
汇商,529,外汇商人,1,529
汇展,331,汇报展览,14,23.642857142857142
汇演,4518,汇报演出,442,10.221719457013574
汉印,22,汉代印章,2,11
汉大,1796,汉城大学,144,12.47222222222222
汉标,87,用汉字标音,1,87
江防,2321,长江防务,1,2321
污源,10,污染源,6400,0.0015625
汪伪,168,汪精卫伪国民政府,2,84
汽拖,7,汽车和拖拉机,39,0.1794871794871795
汽教,3,汽车教练,10,0.3
沈冶,6,沈阳冶炼厂,55,0.10909090909090909
沈空,226,沈阳军区空军部队,1,226
治沙,6372,治理沙漠,229,27.82532751091703
治绩,52,政治业绩,7,7.428571428571429
法专,1994,法律专科学校,1,1994
法国,361715,法兰西共和国,421,859.1805225653206
法援,359,法律援助,8469,0.04238989254929744
法政,4365,法律和政治,113,38.6283185840708
注资,9797,注入资金,854,11.471896955503514
泪弹,10,催泪弹,1316,0.00759878419452887
泰航,3040,泰国航空公司,183,16.612021857923498
泳后,130,游泳皇后,2,65
泳队,167,游泳队,4927,0.03389486502942967
洛玻,162,洛阳玻璃股份有限公司,16,10.125
洛轴,43,洛阳轴承集团有限公司,6,7.166666666666667
活检,212,活体组织检查,16,13.25
流乞,63,流浪乞讨,1200,0.0525
流感,118208,流行性感冒,877,134.7867730900798
流腮,7,流行性腮腺炎,254,0.02755905511811023
流调,474,流动调查,6,79
测产,426,预测产量,22,19.363636363636363
测土,960,测量土地,11,87.27272727272727
测控,8823,监测控制,45,196.06666666666663
测温,717,测量温度,28,25.607142857142858
测绘,14374,测量绘制,8,1796.75
浙美,8,浙江美术,258,0.03100775193798449
浙警,6,浙江警察,22,0.2727272727272727
海务,102,海上事务,3,34
海图,1078,航海用图,1,1078
海基,15297,海上军事基地,7,2185.285714285714
海大,16568,海南大学,793,20.89281210592686
海派,1540,上海派,84,18.333333333333332
海监,1784,海上安全监督,8,223
海空,6446,海上和空中,182,35.417582417582416
海运,11797,海洋运输,309,38.17799352750809
海遂,23,海底遂道,6,3.8333333333333335
消指,91,消费物价指数,1784,0.05100896860986547
涉台,3962,涉及台湾,235,16.859574468085107
涉外,9872,涉及外国,67,147.34328358208955
涉案,29828,涉及案件,100,298.28
涨幅,97703,上涨幅度,4491,21.75528835448675
涨跌,9390,上涨或下跌,181,51.87845303867403
深影,384,深圳影业公司,6,64
深港,6575,深圳和香港,266,24.71804511278195
深股,9003,深圳股票,78,115.42307692307692
混双,7798,男女混合双打,69,113.0144927536232
混料,62,混合原料,2,31
清仓,1329,清查仓库,5,265.8
清拆,524,清理和拆除,3,174.66666666666666
清欠,2359,清理欠款,20,117.95
清污,972,清除污水,10,97.2
清粪,19,清除粪便,7,2.7142857142857144
清装,45,清代服装,8,5.625
清话,36,清理电话,1,36
清队,18,清理阶级队伍,2,9
渔会,477,渔民协会,24,19.875
渔改,4,渔业改革,16,0.25
温善,12,温和善良,10,1.2
温婉,409,温和委婉,2,204.5
温病,83,温热病,10,8.3
温邪,4,温热之邪,1,4
港商,8400,香港商人,366,22.950819672131143
港星,1434,香港影视歌星,1,1434
港胞,40,香港同胞,5826,0.00686577411603158
港航,5066,港口和航运部门,1,5066
游斗,15,游街批斗,2,7.5
溶贫,6,溶血性贫血,61,0.09836065573770492
滑联,60,滑冰运动联合会,1,60
演星,5,演员明星,7,0.7142857142857143
潜特,1,潜伏的特务,1,1
潜研,2,潜心研究,1521,0.00131492439184746
潜质,2368,潜力素质,1,2368
潮人,934,潮洲人,10,93.4
澳大,128573,澳门大学,2132,60.3062851782364
澳府,14,澳门政府,943,0.01484623541887592
激唱,1,激光唱机,69,0.0144927536231884
濒危,8877,濒临灭绝的危险,23,385.9565217391304
灭螺,274,消灭钉螺,18,15.22222222222222
炒汇,581,炒卖外汇,20,29.05
炒股,9953,炒买炒卖股票,9,1105.888888888889
炒金,1028,炒卖黄金,11,93.45454545454544
炮院,17,炮兵学院,374,0.04545454545454545
焚坑,8,焚书坑儒,109,0.07339449541284404
煤卫,10,煤气和卫生设备,1,10
照制,396,照相制版,24,16.5
照护,922,照顾护理,9,102.44444444444444
照排,755,照相排版,2,377.5
煽惑,132,煽动蛊惑,12,11
燕化,372,燕山石油化学工业公司,1,372
爱顾,4,爱护照顾,2,2
片库,191,影片仓库,1,191
片源,449,影片来源,8,56.125
牛丸,18,牛肉丸子,10,1.8
物总,3213,物资总公司,144,22.3125
物校,4,物资学校,9,0.4444444444444444
物调,610,物资调剂,47,12.97872340425532
物贸,3432,物资贸易,165,20.8
特供,473,特殊供应,7,67.57142857142857
特准,455,特别准许,12,37.916666666666664
特区,124791,经济特区,12250,10.187020408163264
特卖,599,特价售卖,7,85.57142857142857
特快,3166,特别旅客快车,1,3166
特情,830,特别情报,29,28.620689655172413
特技,3883,特殊技能,153,25.37908496732026
特混,155,特殊混合,3,51.666666666666664
特犯,76,特殊犯人,7,10.857142857142858
特纵,13,特别纵队,1,13
特考,208,特种考试,11,18.90909090909091
特聘,1943,特别聘用,3,647.6666666666666
特警,6978,特种警察,107,65.21495327102804
特诊,88,特殊诊疗,8,11
特钢,1066,特种钢材,61,17.475409836065573
犯行,1396,犯法行为,57,24.49122807017544
独资,10429,独立投资,82,127.1829268292683
狱侦,8,狱内侦查,7,1.1428571428571428
玉柴,430,玉林柴油机总厂,9,47.77777777777778
环姐,49,环球小姐,676,0.07248520710059171
环幕,217,环形银幕,5,43.4
现局,572,现实局势,4,143
珍稀,8080,珍贵和稀有,2,4040
珠航,19,珠江航运公司,1,19
班务,298,班级事务,10,29.8
球技,4176,打球技术,4,1044
理化,5349,物理和化学,173,30.91907514450867
理疗,1834,物理疗法,52,35.26923076923077
生均,2505,每个学生平均,22,113.86363636363636
生源,8336,学生来源,162,51.45679012345679
田径,44044,田赛和径赛,13,3388
甲亢,291,甲状腺功能亢进症,17,17.11764705882353
甲肝,978,甲型病毒性肝炎,52,18.807692307692307
申办,33612,申请办理,1672,20.10287081339713
申领,5124,申请领取,325,15.766153846153848
电专,2774,电力高等专科学校,21,132.0952380952381
电挂,12,电报挂号,8,1.5
电控,1048,电气控制,56,18.714285714285715
电洽,14,电话洽谈,4,3.5
电玩,1832,电动玩具,172,10.651162790697674
电站,21642,发电站,2163,10.005547850208044
电网,29434,电力网,258,114.08527131782944
电讯,20462,电子通讯,569,35.96133567662566
电贴,20,电力补贴,5,4
男中,392,男子中学,29,13.517241379310343
男团,3337,男子团队,8,417.125
男排,11282,男子排球,1103,10.228467815049864
男服,100,男子服装,3,33.333333333333336
男监,9,男犯监狱,2,4.5
男篮,24470,男子篮球,2347,10.426075841499786
男警,187,男性警察,11,17
画展,8237,绘画作品展览,2,4118.5
留置,1026,滞留安置,2,513
留职,262,保留职务,15,17.466666666666665
疏港,410,疏通港口,1,410
疗效,8894,医疗效果,76,117.02631578947368
病检,1018,病理检查,74,13.756756756756756
癌变,1103,癌症病变,10,110.3
登协,113,登山协会,2224,0.05080935251798561
登顶,7009,登上顶峰,118,59.398305084745765
白权,10,白人特权,1,10
皮塑,20,皮革和塑料,1,20
皮簧,4,西皮和二簧,2,2
皮肌,42,皮肤肌,8,5.25
监卸,18,监督卸货,1,18
监控,49004,监察和控制,10,4900.4
监改,76,监督改造,6,12.666666666666666
盟军,4758,同盟国军,8,594.75
盲杖,57,盲人手杖,4,14.25
直升,62880,直接升学,34,1849.4117647058824
直快,311,直通旅客快车,4,77.75
直航,20009,直接航行,13,1539.1538461538462
直选,3432,分区直接选举,29,118.34482758620688
直销,5412,直接销售,249,21.734939759036145
省中,7691,省立中学,2,3845.5
省优,1836,省级优质产品,21,87.42857142857143
省工,10174,节省工时,5,2034.8
省府,1108,省政府,64896,0.01707347140039447
省思,502,反省思考,4,125.5
省报,673,省级报纸,36,18.694444444444443
省控,163,省级控制,4,40.75
省行,1540,省级银行,28,55
省队,1351,省代表队,90,15.011111111111113
真红,38,真性红细胞增多症,1,38
督办,7842,督促办理,29,270.41379310344826
